agent_name,price,address_locality,agent_phone,address,agent_address,street_address
Chancellors,170000,Oxford,+44 1865 680525,"Headington, Oxford OX3","107 London Road, Headington, Oxford, OX3 9HZ |",Headington
Chancellors,240000,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP11","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Chancellors,240000,High Wycombe,+44 1494 912864,"Downley Heights, Buckinghamshire HP13","2 Crendon Street, High Wycombe, HP13 6LW |",Downley Heights
Chancellors,238000,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP13","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Chancellors,235000,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP13","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Chancellors,230000,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP11","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Chancellors,230000,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP13","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Chancellors,225000,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP12","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Chancellors,220000,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP12","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Chancellors,220000,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP13","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Chancellors,220000,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP12","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Chancellors,220000,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP12","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Chancellors,217500,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP11","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Chancellors,215000,High Wycombe,+44 1494 912864,"Lane End, Buckinghamshire HP14","2 Crendon Street, High Wycombe, HP13 6LW |",Lane End
Chancellors,215000,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP12","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Chancellors,215000,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP12","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Chancellors,215000,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP12","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Chancellors,215000,High Wycombe,+44 1494 912864,"Windsor Drive, High Wycombe HP13","2 Crendon Street, High Wycombe, HP13 6LW |",Windsor Drive
Chancellors,210000,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP12","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Chancellors,205000,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP11","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Chancellors,200000,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP11","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Chancellors,195000,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP11","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Chancellors,190000,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP11","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Chancellors,190000,High Wycombe,+44 1494 912864,"Wooburn Moor, Buckinghamshire HP10","2 Crendon Street, High Wycombe, HP13 6LW |",Wooburn Moor
Chancellors,190000,High Wycombe,+44 1494 912864,"High Wycombe, Buckinghamshire HP12","2 Crendon Street, High Wycombe, HP13 6LW |",High Wycombe
Auction House Beds & Bucks,450000,Terrick,+44 1234 584178,"The Chestnuts, Risborough Road, Terrick, Buckinghamshire HP17","118 Bromham Road, Bedford, MK40 2QN |",Risborough Road
Auction House Beds & Bucks,280000,Mentmore,+44 1234 584178,"17 The Green, Mentmore, Buckinghamshire LU7","118 Bromham Road, Bedford, MK40 2QN |",
Auction House Beds & Bucks,275000,Luton,+44 1234 584178,"40 And 40A, Hastings Street, Luton, Bedfordshire LU1","118 Bromham Road, Bedford, MK40 2QN |",Hastings Street
Auction House Beds & Bucks,250000,Aylesbury,+44 1234 584178,"52, Craigwell Avenue, Aylesbury, Buckinghamshire HP21","118 Bromham Road, Bedford, MK40 2QN |",Craigwell Avenue
Auction House Beds & Bucks,220000,Luton,+44 1234 584178,"95 Stockingstone Road, Luton, Bedfordshire LU2","118 Bromham Road, Bedford, MK40 2QN |",
Auction House Beds & Bucks,180000,Milton Keynes,+44 1234 584178,"28 Clare Croft, Milton Keynes, Buckinghamshire MK10","118 Bromham Road, Bedford, MK40 2QN |",
Auction House Beds & Bucks,165000,Leighton Buzzard,+44 1234 584178,"17 Chiltern Gardens, Leighton Buzzard, Bedfordshire LU7","118 Bromham Road, Bedford, MK40 2QN |",
Auction House Beds & Bucks,160000,Sandy,+44 1234 584178,"46 Willow Road, Potton, Sandy, Bedfordshire SG19","118 Bromham Road, Bedford, MK40 2QN |",Potton
Auction House Beds & Bucks,140000,Luton,+44 1234 584178,"189 North Street, Luton, Bedfordshire LU2","118 Bromham Road, Bedford, MK40 2QN |",
Auction House Beds & Bucks,90000,Bedford,+44 1234 584178,"11 Blundell Place, Bedford, Bedfordshire MK42","118 Bromham Road, Bedford, MK40 2QN |",
Auction House Beds & Bucks,80000,Luton,+44 1234 584178,"11B Grove Road, Luton, Bedfordshire LU1","118 Bromham Road, Bedford, MK40 2QN |",
Ascend Move,799950,Hounslow,+44 20 8022 6194,"Burns Way, Hounslow TW5","46 Syon Lane, Isleworth, TW7 5NQ |",Burns Way
Ascend Move,575000,Hounslow,+44 20 8022 6194,"Rossindel Road, Hounslow TW3","46 Syon Lane, Isleworth, TW7 5NQ |",Rossindel Road
Ascend Move,570000,Staines-upon-Thames,+44 20 8022 6194,"Thorpe Road, Staines-Upon-Thames TW18","46 Syon Lane, Isleworth, TW7 5NQ |",Thorpe Road
Ascend Move,399950,Staines-upon-Thames,+44 20 8022 6194,"Ashford Road, Laleham, Staines-Upon-Thames TW18","46 Syon Lane, Isleworth, TW7 5NQ |",Ashford Road
Ascend Move,369950,Bedfont,+44 20 8022 6194,"Marriott Close, Bedfont TW14","46 Syon Lane, Isleworth, TW7 5NQ |",Marriott Close
ALLCARE PROPERTIES LTD,350000,Kingsbury,+44 20 8033 8934,"Church Rd, Kingsbury NW9","1b Manor Parade, Sheepcote Road, Harrow, MIddlesex, London, HA1 2JN |",Church Rd
ALLCARE PROPERTIES LTD,275000,Harrow Wealdstone,+44 20 8033 8934,"Canning Road, Harrow Wealdstone HA3","1b Manor Parade, Sheepcote Road, Harrow, MIddlesex, London, HA1 2JN |",Canning Road
APTUS,1500000,Windsor,+44 1753 903810,"Maidenhead Road, Windsor SL4","127b Bath Road, Slough, Berkshire, SL1 3UW |",Maidenhead Road
APTUS,850000,Slough,+44 1753 903810,"Ledgers Road, Slough SL1","127b Bath Road, Slough, Berkshire, SL1 3UW |",Ledgers Road
APTUS,410000,Slough,+44 1753 903810,"Wexham Road, Slough SL1","127b Bath Road, Slough, Berkshire, SL1 3UW |",Wexham Road
APTUS,380000,Slough,+44 1753 903810,"Rochfords Gardens, Slough SL2","127b Bath Road, Slough, Berkshire, SL1 3UW |",Rochfords Gardens
APTUS,359000,Slough,+44 1753 903810,"Griffin Close, Slough SL1","127b Bath Road, Slough, Berkshire, SL1 3UW |",Griffin Close
APTUS,280000,Slough,+44 1753 903810,"High Street, Slough SL1","127b Bath Road, Slough, Berkshire, SL1 3UW |",High Street
APTUS,265000,Slough,+44 1753 903810,"High Street, Slough SL1","127b Bath Road, Slough, Berkshire, SL1 3UW |",High Street
APTUS,229999,Slough,+44 1753 903810,"Bath Road, Slough SL1","127b Bath Road, Slough, Berkshire, SL1 3UW |",Bath Road
APTUS,220000,Southall,+44 1753 903810,"Whitecote Road, Southall UB1","127b Bath Road, Slough, Berkshire, SL1 3UW |",Portrush
APTUS,157000,Slough,+44 1753 903810,"Braemar Gardens, Slough SL1","127b Bath Road, Slough, Berkshire, SL1 3UW |",Braemar Gardens
Alexandra Park Estate Agents,2500000,READING,+44 20 7768 1347,"South Street, Reading, Berkshire RG1","500 Northholt Road, South Harrow, Middlesex, HA2 8HA |",South Street READING
Alexandra Park Estate Agents,1850000,READING,+44 20 7768 1347,"Crown Street, Reading, Berkshire RG1","500 Northholt Road, South Harrow, Middlesex, HA2 8HA |",Crown Street READING
Alexandra Park Estate Agents,575000,RUISLIP,+44 20 7768 1347,"Appledore Avenue, Ruislip, Middlesex HA4","500 Northholt Road, South Harrow, Middlesex, HA2 8HA |",Appledore Avenue RUISLIP
Alexandra Park Estate Agents,549950,HARROW,+44 20 7768 1347,"Shaftesbury Avenue, South Harrow, Harrow, Middlesex HA2","500 Northholt Road, South Harrow, Middlesex, HA2 8HA |",Shaftesbury Avenue South Harrow HARROW
Alexandra Park Estate Agents,530000,WEMBLEY,+44 20 7768 1347,"Victoria Court, Wembley, Middlesex HA9","500 Northholt Road, South Harrow, Middlesex, HA2 8HA |",Victoria Court WEMBLEY
Alexandra Park Estate Agents,459950,SOUTH HARROW,+44 20 7768 1347,"Sherwood Road, South Harrow, Middlesex HA2","500 Northholt Road, South Harrow, Middlesex, HA2 8HA |",Sherwood Road SOUTH HARROW
Alexandra Park Estate Agents,430000,SOUTH HARROW,+44 20 7768 1347,"Northolt Road, South Harrow, Greater London HA2","500 Northholt Road, South Harrow, Middlesex, HA2 8HA |",Northolt Road SOUTH HARROW
Alexandra Park Estate Agents,350000,SOUTH HARROW,+44 20 7768 1347,"Bridge Court, Stanley Road, South Harrow, Middx HA2","500 Northholt Road, South Harrow, Middlesex, HA2 8HA |",Bridge Court Stanley Road SOUTH HARROW
Alexandra Park Estate Agents,339950,NORTHOLT,+44 20 7768 1347,"Fontwell Close, Northolt, Middlesex UB5","500 Northholt Road, South Harrow, Middlesex, HA2 8HA |",Fontwell Close NORTHOLT
Alexandra Park Estate Agents,299950,NORTHOLT,+44 20 7768 1347,"Bournemead Avenue, Northolt, Middlesex UB5","500 Northholt Road, South Harrow, Middlesex, HA2 8HA |",Bournemead Avenue NORTHOLT
Alexandra Park Estate Agents,289950,NORTHOLT,+44 20 7768 1347,"Dehavilland Close, Northolt, Middlesex UB5","500 Northholt Road, South Harrow, Middlesex, HA2 8HA |",Dehavilland Close NORTHOLT
Alexandra Park Estate Agents,209950,SOUTH HARROW,+44 20 7768 1347,"Barnaby Close, South Harrow, Middlesex HA2","500 Northholt Road, South Harrow, Middlesex, HA2 8HA |",Barnaby Close SOUTH HARROW
Alexandra Park Estate Agents,150000,HARROW,+44 20 7768 1347,"13 Abercorn Crescent, Harrow, Middlesex HA2","500 Northholt Road, South Harrow, Middlesex, HA2 8HA |",13 Abercorn Crescent HARROW
Adkin,600000,Reading,+44 1235 244036,"South Street, Reading RG1","Orpwood House, School Road Ardington, Wantage, OX12 8PQ |",South Street
Adkin,600000,"Blewbury, Didcot",+44 1235 244036,"Woodway Road, Blewbury, Didcot OX11","Orpwood House, School Road Ardington, Wantage, OX12 8PQ |",Woodway Road
Alistair Redhouse Estate Agents Ltd,1250000,Oxford,+44 1865 366225,"Sunderland Avenue, Oxford OX2","17 The Kidlington Centre, Kidlington, OX5 2DL |",Summers Place
Alistair Redhouse Estate Agents Ltd,750000,Kidlington,+44 1865 366225,"Blacksmith Lane, Charlton On Otmoor, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Blacksmith Lane Charlton On Otmoor
Alistair Redhouse Estate Agents Ltd,700000,Witney,+44 1865 366225,"Main Road, Long Hanborough, Witney OX29","17 The Kidlington Centre, Kidlington, OX5 2DL |",Main Road Long Hanborough
Alistair Redhouse Estate Agents Ltd,675000,Kidlington,+44 1865 366225,"Kidlington Centre, High Street, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",High Street
Alistair Redhouse Estate Agents Ltd,650000,Kidlington,+44 1865 366225,"Little Blenheim, Yarnton, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Little Blenheim Yarnton
Alistair Redhouse Estate Agents Ltd,0,Kidlington,+44 1865 366225,"Oxford Road, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Oxford Road
Alistair Redhouse Estate Agents Ltd,500000,Kidlington,+44 1865 366225,"Blandford Road, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Blandford Road
Alistair Redhouse Estate Agents Ltd,439950,Bicester,+44 1865 366225,"High Street, Upper Heyford, Bicester OX25","17 The Kidlington Centre, Kidlington, OX5 2DL |",High Street Upper Heyford
Alistair Redhouse Estate Agents Ltd,425000,Bicester,+44 1865 366225,"Freehold Street, Lower Heyford, Bicester OX25","17 The Kidlington Centre, Kidlington, OX5 2DL |",Freehold Street Lower Heyford
Alistair Redhouse Estate Agents Ltd,425000,Kidlington,+44 1865 366225,"Hardwick Avenue, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Hardwick Avenue
Alistair Redhouse Estate Agents Ltd,425000,Kidlington,+44 1865 366225,"Mill Street, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Mill Street
Alistair Redhouse Estate Agents Ltd,425000,Oxford,+44 1865 366225,"Marsh Lane, Headington, Oxford OX3","17 The Kidlington Centre, Kidlington, OX5 2DL |",Marsh Lane Headington
Alistair Redhouse Estate Agents Ltd,400000,Kidlington,+44 1865 366225,"Spencer Avenue, Yarnton, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Spencer Avenue Yarnton
Alistair Redhouse Estate Agents Ltd,400000,Kidlington,+44 1865 366225,"Banbury Road, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Banbury Road
Alistair Redhouse Estate Agents Ltd,385000,Kidlington,+44 1865 366225,"South Avenue, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",South Avenue
Alistair Redhouse Estate Agents Ltd,385000,Kidlington,+44 1865 366225,"Bernard Close, Yarnton, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Bernard Close Yarnton
Alistair Redhouse Estate Agents Ltd,375000,Kidlington,+44 1865 366225,"Kidlington Centre, High Street, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",High Street
Alistair Redhouse Estate Agents Ltd,375000,Kidlington,+44 1865 366225,"Bellenger Way, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Bellenger Way
Alistair Redhouse Estate Agents Ltd,375000,Kidlington,+44 1865 366225,"Sandhill Road, Begbroke, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Sandhill Road Begbroke
Alistair Redhouse Estate Agents Ltd,365000,Kidlington,+44 1865 366225,"Lock Crescent, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Lock Crescent
Alistair Redhouse Estate Agents Ltd,350000,Kidlington,+44 1865 366225,"Hampden Drive, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Hampden Drive
Alistair Redhouse Estate Agents Ltd,350000,Kidlington,+44 1865 366225,"Edinburgh Drive, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Edinburgh Drive
Alistair Redhouse Estate Agents Ltd,350000,Kidlington,+44 1865 366225,"Stratfield Road, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Stratfield Road
Alistair Redhouse Estate Agents Ltd,350000,Kidlington,+44 1865 366225,"Roundham Close, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Roundham Close
Alistair Redhouse Estate Agents Ltd,339950,Kidlington,+44 1865 366225,"Field Close, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Field Close
Alistair Redhouse Estate Agents Ltd,325000,Kidlington,+44 1865 366225,"The Phelps, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",The Phelps
Alistair Redhouse Estate Agents Ltd,325000,Kidlington,+44 1865 366225,"White Way, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",White Way
Alistair Redhouse Estate Agents Ltd,315000,Kidlington,+44 1865 366225,"Osborne Close, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Osborne Close
Alistair Redhouse Estate Agents Ltd,315000,Kidlington,+44 1865 366225,"White Way, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",White Way
Alistair Redhouse Estate Agents Ltd,310000,Kidlington,+44 1865 366225,"Cherwell Avenue, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Cherwell Avenue
Alistair Redhouse Estate Agents Ltd,310000,Kidlington,+44 1865 366225,"The Phelps, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",The Phelps
Alistair Redhouse Estate Agents Ltd,300000,Kidlington,+44 1865 366225,"St. Giles, Bletchingdon, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",St. Giles Bletchingdon
Alistair Redhouse Estate Agents Ltd,300000,Kidlington,+44 1865 366225,"Dashwood Avenue, Yarnton, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Dashwood Avenue Yarnton
Alistair Redhouse Estate Agents Ltd,285000,Kidlington,+44 1865 366225,"Great Close Road, Yarnton, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Great Close Road Yarnton
Alistair Redhouse Estate Agents Ltd,250000,Kidlington,+44 1865 366225,"Lakesmere Close, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Lakesmere Close
Alistair Redhouse Estate Agents Ltd,240000,Kidlington,+44 1865 366225,"Blenheim Court, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",Blenheim Court
Alistair Redhouse Estate Agents Ltd,140000,Kidlington,+44 1865 366225,"The Moors, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",The Moors
Alistair Redhouse Estate Agents Ltd,135000,Kidlington,+44 1865 366225,"The Moors, Kidlington OX5","17 The Kidlington Centre, Kidlington, OX5 2DL |",The Moors
Xavi & Co Ltd,729950,Brentford,+44 20 3544 2575,"High Street, Brentford TW8","196 High Street, Brentford, TW8 8AH |",Dorey House
Xavi & Co Ltd,620000,Brentford,+44 20 3544 2575,"Tallow Road, Brentford TW8","196 High Street, Brentford, TW8 8AH |",Braunston House
Xavi & Co Ltd,620000,Brentford,+44 20 3544 2575,"Tallow Road, Brentford TW8","196 High Street, Brentford, TW8 8AH |",Tallow Road
Xavi & Co Ltd,505000,Brentford,+44 20 3544 2575,"Tallow Road, Brentford TW8","196 High Street, Brentford, TW8 8AH |",Moorings House
Xavi & Co Ltd,500000,Brentford,+44 20 3544 2575,"Simmonds House, Brentford TW8","196 High Street, Brentford, TW8 8AH |",Simmonds House
Xavi & Co Ltd,460000,Brentford,+44 20 3544 2575,"Kingsleigh Close, Brentford TW8","196 High Street, Brentford, TW8 8AH |",Kingsleigh Close
Xavi & Co Ltd,415000,Brentford,+44 20 3544 2575,"Augustus Close, Brentford TW8","196 High Street, Brentford, TW8 8AH |",Otho Court
Xavi & Co Ltd,402000,Brentford,+44 20 3544 2575,"Tallow Road, Brentford TW8","196 High Street, Brentford, TW8 8AH |",Adams Quarter
Wise Move,0,London,+44 1753 903960,"Library Parade, Craven Park Road, London NW10","Unit 3, 10-14 High Street, Slough, SL1 1EE |",Craven Park
Wise Move,0,Slough,+44 1753 903960,"Land Between Eton Walk And, 8, Albert Street, Off High Street Slough Berkshire SL1","Unit 3, 10-14 High Street, Slough, SL1 1EE |","Land Between Eton Walk And, 8, Albert Street"
Wise Move,1900000,Hounslow,+44 1753 903960,"Nelson Road, Whitton, Hounslow TW3","Unit 3, 10-14 High Street, Slough, SL1 1EE |",Whitton Road
Wise Move,675000,London,+44 1753 903960,"Library Parade, Craven Park Road, London NW10","Unit 3, 10-14 High Street, Slough, SL1 1EE |",Craven Park
Wise Move,674950,London,+44 1753 903960,"Library Parade, Craven Park Road, London NW10","Unit 3, 10-14 High Street, Slough, SL1 1EE |",Craven Park
Wise Move,650000,Reading,+44 1753 903960,"Bird In Hand Lane, Sonning Common, Reading RG4","Unit 3, 10-14 High Street, Slough, SL1 1EE |",Bird In Hand Lane
Wise Move,524950,London,+44 1753 903960,"Library Parade, Craven Park Road, London NW10","Unit 3, 10-14 High Street, Slough, SL1 1EE |",Craven Park
Wise Move,524950,London,+44 1753 903960,"Library Parade, Craven Park Road, London NW10","Unit 3, 10-14 High Street, Slough, SL1 1EE |",Craven Park
Wise Move,449950,London,+44 1753 903960,"Library Parade, Craven Park Road, London NW10","Unit 3, 10-14 High Street, Slough, SL1 1EE |",Craven Park
Wise Move,400000,Hounslow,+44 1753 903960,"Nelson Road, Whitton, Hounslow TW3","Unit 3, 10-14 High Street, Slough, SL1 1EE |",Whitton Road
Wise Move,399950,London,+44 1753 903960,"Library Parade, Craven Park Road, London NW10","Unit 3, 10-14 High Street, Slough, SL1 1EE |",Craven Park
Wise Move,349950,London,+44 1753 903960,"Library Parade, Craven Park Road, London NW10","Unit 3, 10-14 High Street, Slough, SL1 1EE |",Craven Park
Wise Move,295950,Ascot,+44 1753 903960,"New Road, Ascot SL5","Unit 3, 10-14 High Street, Slough, SL1 1EE |",New Road
Wise Move,294950,London,+44 1753 903960,"Upper Richmond Road West, London SW14","Unit 3, 10-14 High Street, Slough, SL1 1EE |",Upper Richmond Road
Wise Move,269950,Hounslow,+44 1753 903960,"Bennett Close, Hounslow TW4","Unit 3, 10-14 High Street, Slough, SL1 1EE |",Bennett Close
Wise Move,234950,Slough,+44 1753 903960,"High Street, Slough SL1","Unit 3, 10-14 High Street, Slough, SL1 1EE |",High Street
Ultimate Connexions,1300000,Luton,+44 1582 936763,"Guildford Street, Luton LU1","25 Wellington Street, Luton, LU1 2QH |",Guildford Street
Ultimate Connexions,950000,Luton,+44 1582 936763,"Cromwell Hill, Luton LU2","25 Wellington Street, Luton, LU1 2QH |",Cromwell Hill
Ultimate Connexions,465000,Luton,+44 1582 936763,"Fairford Avenue, Luton LU2","25 Wellington Street, Luton, LU1 2QH |",Fairford Avenue
Ultimate Connexions,280000,Luton,+44 1582 936763,"Park Street, Luton LU1","25 Wellington Street, Luton, LU1 2QH |",Park Street
Ultimate Connexions,265000,Luton,+44 1582 936763,"Reginald Street, Luton, Bedfordshire LU2","25 Wellington Street, Luton, LU1 2QH |",Reginald Street
Ultimate Connexions,250000,Luton,+44 1582 936763,"Hartley Road, Luton LU2","25 Wellington Street, Luton, LU1 2QH |",Hartley Road
Ultimate Connexions,229995,Luton,+44 1582 936763,"Putteridge Road, Luton LU2","25 Wellington Street, Luton, LU1 2QH |",Putteridge Road
Ultimate Connexions,148000,Luton,+44 1582 936763,"The Acorns 114-116, Luton, Bedfordshire LU2","25 Wellington Street, Luton, LU1 2QH |",The Acorns 114-116
Ultimate Connexions,134995,Luton,+44 1582 936763,"Hastings Street, Luton, Bedfordshire LU1","25 Wellington Street, Luton, LU1 2QH |",Hastings Street
Ultimate Connexions,125000,Luton,+44 1582 936763,"Grove Road, Luton LU1","25 Wellington Street, Luton, LU1 2QH |",Grove Road
Wex & Co,3007000,London One,+44 20 7768 0737,"Aykon, London One SW8","4 Carlton Parade, Wembley, HA9 8NE |",Aykon
Wex & Co,1773000,London One,+44 20 7768 0737,"Aykon, London One SW8","4 Carlton Parade, Wembley, HA9 8NE |",Aykon
Wex & Co,1735000,London One,+44 20 7768 0737,"Aykon, London One SW8","4 Carlton Parade, Wembley, HA9 8NE |",Aykon
Wex & Co,1580000,London One,+44 20 7768 0737,"Aykon, London One SW8","4 Carlton Parade, Wembley, HA9 8NE |",Aykon
Wex & Co,1092000,London One,+44 20 7768 0737,"Aykon, London One SW8","4 Carlton Parade, Wembley, HA9 8NE |",Aykon
Wex & Co,1073000,London One,+44 20 7768 0737,"Aykon, London One SW8","4 Carlton Parade, Wembley, HA9 8NE |",Aykon
Wex & Co,1068000,London One,+44 20 7768 0737,"Aykon, London One SW8","4 Carlton Parade, Wembley, HA9 8NE |",Aykon
Wex & Co,1023000,London One,+44 20 7768 0737,"Aykon, London One SW8","4 Carlton Parade, Wembley, HA9 8NE |",Aykon
Thornes,270000,Luton,+44 1582 742045,"Bradley Raod, Luton LU4","9 Upper George Street, Luton, LU1 2RD |",Bradley Raod
Wex & Co,1008000,London One,+44 20 7768 0737,"Aykon, London One SW8","4 Carlton Parade, Wembley, HA9 8NE |",Aykon
Wex & Co,1000000,London One,+44 20 7768 0737,"Aykon, London One SW8","4 Carlton Parade, Wembley, HA9 8NE |",Aykon
Wex & Co,995000,Kingsbury ,+44 20 7768 0737,"Slough Lane, Kingsbury NW9","4 Carlton Parade, Wembley, HA9 8NE |",Slough Lane
Wex & Co,925000,London ,+44 20 7768 0737,"Bayswater, London W2","4 Carlton Parade, Wembley, HA9 8NE |",Bayswater
Wex & Co,900000,Wembley,+44 20 7768 0737,"Sudbury Town, Wembley HA0","4 Carlton Parade, Wembley, HA9 8NE |",Sudbury Town
Wex & Co,875000,Wembley Park ,+44 20 7768 0737,"Barn Hill Estate, Wembley Park HA9","4 Carlton Parade, Wembley, HA9 8NE |",Barn Hill Estate 
Wex & Co,849950,"Wembley, Middlesex,",+44 20 7768 0737,"Blenheim Gardens, Wembley, Middlesex HA9","4 Carlton Parade, Wembley, HA9 8NE |","Blenheim Gardens, "
Wex & Co,749950, Middlesex,+44 20 7768 0737,"Wembley, Middlesex HA9","4 Carlton Parade, Wembley, HA9 8NE |",Wembley
Thornes,235000,Luton,+44 1582 742045,"Old Bedford Road, Luton LU2","9 Upper George Street, Luton, LU1 2RD |",Old Bedford Road
Thornes,220000,Luton,+44 1582 742045,"Olm4, Luton LU5","9 Upper George Street, Luton, LU1 2RD |",Olm4
Thornes,215000,Luton,+44 1582 742045,"Tavistock Street, Luton LU1","9 Upper George Street, Luton, LU1 2RD |",Tavistock Street
Thornes,125000,Luton,+44 1582 742045,"Ketton Close, Luton LU2","9 Upper George Street, Luton, LU1 2RD |",Ketton Close
Wex & Co,749950,Wembley,+44 20 7768 0737,"Ealing Road Area, Wembley HA0","4 Carlton Parade, Wembley, HA9 8NE |",Ealing Road Area 
Wex & Co,749950,Wembley,+44 20 7768 0737,"Ealing Road Area, Wembley HA0","4 Carlton Parade, Wembley, HA9 8NE |",Ealing Road Area 
Wex & Co,699950,Kenton ,+44 20 7768 0737,"Hunters Grove, Kenton HA3","4 Carlton Parade, Wembley, HA9 8NE |",Hunters Grove 
Wex & Co,699950,Middlesex,+44 20 7768 0737,"Preston Road Area, Middlesex HA9","4 Carlton Parade, Wembley, HA9 8NE |",Preston Road Area 
Wex & Co,695000,Woodberry Down,+44 20 7768 0737,"Devan Grove, Woodberry Down N4","4 Carlton Parade, Wembley, HA9 8NE |",Devan Grove 
Wex & Co,670000,Middlesex,+44 20 7768 0737,"Wembley Park, Middlesex HA9","4 Carlton Parade, Wembley, HA9 8NE |",Wembley Park 
Wex & Co,629950,Harrow,+44 20 7768 0737,"Sudbury Court Estate, Harrow HA0","4 Carlton Parade, Wembley, HA9 8NE |",Sudbury Court Estate 
Wex & Co,599950,Middlesex,+44 20 7768 0737,"Wembley Central, Middlesex HA9","4 Carlton Parade, Wembley, HA9 8NE |",Wembley Central 
William H Brown,0,Northampton,+44 1604 726320,"East Park Parade, Northampton NN1","9 Bridge Street, Northampton, NN1 1NH |",East Park Parade
